114.776683	27.853661
114.776683	27.853661
114.776426	27.853571
114.776426	27.853571
114.776170	27.853483
114.772765	27.852431
114.758965	27.850635
114.745341	27.851645
114.731841	27.850870
114.718735	27.847648
114.706258	27.843336
114.693315	27.841198
114.679645	27.841545
114.666320	27.842086
114.653590	27.839293
114.641986	27.833598
114.629496	27.828850
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
109.778148	26.989148
109.778409	26.989271
109.778640	26.989352
109.778866	26.989407
109.779181	26.989558
109.779465	26.989670
109.779788	26.989841
109.780172	26.990015
109.780420	26.990123
109.780710	26.990254
109.781025	26.990401
109.781025	26.990401
109.781673	26.990743
109.781877	26.990655
109.782163	26.990752
109.782485	26.990862
109.783009	26.991125
109.783214	26.991225
109.783636	26.991408
109.783908	26.991609
109.784022	26.991678
109.784022	26.991678
109.784022	26.991678
109.784022	26.991678
109.785795	26.993285
109.786049	26.993492
109.786324	26.993736
109.786612	26.993990
109.786870	26.994210
109.787134	26.994449
109.787433	26.994702
109.787713	26.994982
109.787931	26.995209
109.787931	26.995209
109.788463	26.995735
109.788547	26.996045
109.788523	26.996267
109.788395	26.996361
109.788383	26.996589
109.788413	26.996895
109.774526	26.987239
109.774611	26.987333
109.774745	26.987408
109.774986	26.987553
109.775238	26.987672
109.775309	26.987675
109.775523	26.987761
109.775709	26.987859
109.775936	26.987994
109.776125	26.988113
109.776321	26.988231
109.776585	26.988339
109.776726	26.988426
109.777018	26.988650
109.777194	26.988753
109.777341	26.988785
109.777475	26.988826
109.777636	26.988923
109.777764	26.988996
109.777965	26.989079
109.788409	26.997248
109.788407	26.997439
109.788429	26.997726
109.788460	26.998103
109.788468	26.998368
109.788485	26.998611
109.788485	26.998849
109.788604	26.999228
109.788760	26.999526
109.788879	26.999768
109.789028	27.000021
109.789160	27.000214
109.789226	27.000373
109.789262	27.000503
109.789290	27.000611
109.789274	27.000773
109.789261	27.000857
109.789240	27.001020
109.789254	27.001182
109.789279	27.001354
109.789279	27.001354
109.789301	27.001578
109.789301	27.001578
109.789311	27.001685
109.789311	27.001685
109.789323	27.001832
109.789323	27.001832
109.789288	27.001963
109.789288	27.001963
109.789260	27.002126
109.789260	27.002126
109.789257	27.002260
109.789251	27.002383
109.789243	27.002513
109.789231	27.002695
109.789116	27.002860
109.775821	27.154781
109.775821	27.154781
109.775821	27.154781
109.775821	27.154781
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
107.843273	25.684865
114.616408	27.826815
114.602810	27.826543
114.589093	27.827350
114.575760	27.828906
114.562643	27.827430
114.549080	27.826710
114.535885	27.824403
114.522026	27.823646
